data,id_campanha,nome_campanha,utm_source,utm_campaign,impressoes,cliques,gasto
2025-12-14,M-001,Awareness_Geral,facebook,awareness_geral,8950,179,385.53
2025-12-15,M-001,Awareness_Geral,facebook,awareness_geral,9161,183,253.63
2025-12-16,M-001,Awareness_Geral,facebook,awareness_geral,8189,163,350.05
2025-12-17,M-001,Awareness_Geral,facebook,awareness_geral,6169,123,325.56
2025-12-18,M-001,Awareness_Geral,facebook,awareness_geral,9612,192,365.75
2025-12-19,M-001,Awareness_Geral,facebook,awareness_geral,6398,127,287.7
2025-12-20,M-001,Awareness_Geral,facebook,awareness_geral,8123,162,327.57
2025-12-21,M-001,Awareness_Geral,facebook,awareness_geral,8194,163,262.88
2025-12-22,M-001,Awareness_Geral,facebook,awareness_geral,7570,151,265.38
2025-12-23,M-001,Awareness_Geral,facebook,awareness_geral,8760,175,304.12
2025-12-24,M-001,Awareness_Geral,facebook,awareness_geral,8319,166,367.02
2025-12-25,M-001,Awareness_Geral,facebook,awareness_geral,8671,173,310.66
2025-12-26,M-001,Awareness_Geral,facebook,awareness_geral,9076,181,301.07
2025-12-27,M-001,Awareness_Geral,facebook,awareness_geral,6486,129,209.84
2025-12-28,M-001,Awareness_Geral,facebook,awareness_geral,6418,128,344.75
2025-12-29,M-001,Awareness_Geral,facebook,awareness_geral,8896,177,286.57
2025-12-30,M-001,Awareness_Geral,facebook,awareness_geral,7788,155,250.64
2025-12-31,M-001,Awareness_Geral,facebook,awareness_geral,7349,146,308.43
